Name,OriginID,DestinationID,DestinationRank,Total_Minutes,Total_TimeAt1KPH,Total_TravelTime,Total_TruckMinutes,Total_TruckTravelTime,Total_WalkTime,Total_Kilometers,Total_Miles,Shape_Length
Location 77 - Foundation for Grossmont and Cuyamaca Colleges; Cuyamaca,77,502,37,,,10.035077736167548,,,,6.615667079816149,,0.048833055325909
Location 77 - P1124 - Lakeside Christian Helps Ctr,77,110,38,,,11.982348772469125,,,,7.137903634514300,,0.061731558136111
Location 77 - P2119 - MP: Lakeside,77,111,39,,,10.540805819372377,,,,7.500083073243987,,0.057738417876733
Location 77 - Lakeside Christian Helps Center (e-site),77,760,40,,,13.904188307904281,,,,7.742121110584819,,0.064617568039962
Location 77 - Lakeside Gardens Inc,77,617,41,,,14.771111597045573,,,,7.905600114021226,,0.064161461864408
Location 77 - P1155 - Emmanuel Family Homes Inc.,77,32,42,,,15.991390198451089,,,,7.954028792794256,,0.048375939272017
Location 77 - Laurel Park Apartments,77,628,43,,,13.677498904599195,,,,8.053692719702916,,0.056658604237620
Location 77 - MAAC Project Villa Lakeshore Apartments (mass),77,759,44,,,15.200025433850863,,,,8.437611645376556,,0.067627520175641
Location 77 - P2245 - PP: El Cajon,77,71,52,,,20.029991635252106,,,,10.002529652358263,,0.071930756900689
Location 77 - Foundation of ... Grossmont College (mobile pantry),77,356,53,,,20.029991635252106,,,,10.002529652358263,,0.071930756900689
"Location 77 - Santee Food Bank, The (mass) (Super Pantry)",77,752,64,,,24.655030700219115,,,,11.339973699338358,,0.081595974368912
Location 77 - P1154 - Santee Food Bank,77,145,65,,,19.665610132551418,,,,11.483850854155406,,0.082986681364603
Location 77 - Guardian Angels Catholic Church,77,468,78,,,22.560054424303392,,,,12.538019950121733,,0.092584389567955
Location 77 - Jamul Elementary,77,330,102,,,17.389966716559030,,,,14.482259036201542,,0.104558623844188
Location 77 - SDFB at Jamul Casino (ZERO balances),77,364,106,,,19.456866152624404,,,,14.845612422390179,,0.112346796332804
Location 77 - P1238 - Jamul Community Church,77,31,119,,,18.725901029934157,,,,15.851013159630799,,0.116090606848808
Location 77 - Jamul Community Church,77,410,120,,,18.725901029934157,,,,15.851013159630799,,0.116090606848808
Location 77 - Mountain Empire Route,77,614,121,,,18.725901029934157,,,,15.851013159630799,,0.116090606848808
Location 77 - P1362 - MP: Alpine,77,1,180,,,15.124208539581909,,,,19.107492080848758,,0.168134221130226
Location 77 - P2271 - PP: Alpine,77,2,181,,,15.124208539581909,,,,19.107492080848758,,0.168134221130226
Location 77 - Amazing Grace,77,565,198,,,16.136746704891753,,,,19.790315306889138,,0.176162125656318
Location 77 - P1549 - Risinghope,77,75,425,,,27.232882422563698,,,,29.615743788110461,,0.263487062168311
Location 77 - P1365 - MP: Descanso,77,24,540,,,24.529589571609208,,,,37.661893713458944,,0.328818298425679
Location 86 - P2122 - Neighborhood Healthcare (MEM),86,86,1,,,0.000000000000000,,,,0.000000000000000,,0.000000000000000
Location 86 - CRF Esperanza Crisis Center,86,466,2,,,1.314570337452766,,,,0.503611136299907,,0.004378077692350
Location 86 - P1427 - The Fellowship Center,86,82,3,,,1.934221865608293,,,,0.555949934069969,,0.003848443552322
Location 86 - P1448 - Foundry Food Pantry,86,94,4,,,1.852606454704075,,,,0.721228439172578,,0.005773339876599
"Location 86 - Foundry Community Church, The (DB)",86,732,5,,,1.852606454704075,,,,0.721228439172578,,0.005773339876599
"Location 86 - Foundry Community Church, The (e-site)",86,797,6,,,1.852606454704075,,,,0.721228439172578,,0.005773339876599
Location 86 - P1446 - Villa Escondido (MEM),86,84,7,,,3.126281941643093,,,,1.134024866007721,,0.005963285954069
Location 86 - Park Avenue Community Center,86,623,8,,,5.188081966915503,,,,1.555235286411001,,0.013058266324538
Location 86 - P2226 - SP: Clothier Child Development Center,86,92,9,,,5.331157036899666,,,,1.557911849649194,,0.011554285212380
Location 86 - Escondido Community Child Development Center,86,497,10,,,5.331157036899666,,,,1.557911849649194,,0.011554285212380
Location 86 - P1547 - Hidden Glenn Senior Living,86,97,11,,,3.685645473433226,,,,1.565999009680988,,0.012132419590145
Location 86 - Hidden Glenn Senior Living,86,385,12,,,3.685645473433226,,,,1.565999009680988,,0.012132419590145
Location 86 - Central Elementary (Escondido Union),86,318,13,,,4.036853995987494,,,,1.639932273558873,,0.012386581341115
Location 86 - Farr Avenue Elementary (Escondido Union),86,319,14,,,5.802597799481886,,,,1.741219582615807,,0.011735611312581
Location 86 - Smart Food Foundation (Distribution),86,355,15,,,5.802597799481886,,,,1.741219582615807,,0.011735611312581
Location 86 - P1434 - AVID Behavioral Day Program,86,83,16,,,5.169008356958561,,,,2.011193758918786,,0.019320416839921
Location 86 - P1079 - Interfaith Community Services - Escondido,86,81,17,,,6.324411502110648,,,,2.076474128733748,,0.019944169646801
Location 86 - Interfaith Community Services (Super Pantry),86,824,18,,,6.324411502110648,,,,2.076474128733748,,0.019944169646801
Location 86 - Ministerio Tiempo Nuevo,86,371,19,,,4.514816890642588,,,,2.236851740603747,,0.019992234828218
Location 86 - P2206 - BP: Orange Glen Elementary,86,91,20,,,7.081585831226214,,,,2.266246979743885,,0.017144916386028
Location 86 - Oak Hill Elementary School (Escondido Union),86,329,21,,,4.663150293426565,,,,2.471980075555924,,0.020150219681286
Location 86 - Project Manna,86,486,22,,,5.288506017134611,,,,2.552209041275556,,0.026087799802883
Location 86 - Advocate's Christian Ministries Incorporated,86,477,23,,,5.147754195998149,,,,2.631541503913869,,0.025875340334905
Location 86 - Apostolic Assembly Church,86,370,24,,,5.920381993222534,,,,2.689994225807417,,0.018222061689482
Location 86 - P2205 - BP: Conway Elementary,86,99,25,,,7.148972326554485,,,,2.911378432475862,,0.019634203715940
Location 86 - P2225 - SP: Boyce Child Development Center,86,87,26,,,6.301054434909419,,,,3.087219553454862,,0.024181919459862
Location 86 - New Hope Community Church,86,515,27,,,6.255871694576867,,,,3.167649167487746,,0.032449170974267
Location 86 - New Hope Community Church (DB),86,706,28,,,6.255871694576867,,,,3.167649167487746,,0.032449170974267
Location 86 - Felicita Elementary (Escondido Union),86,311,29,,,6.496312495856007,,,,3.181042352309011,,0.024852526953438
Location 86 - P1441 - SP: Escondido High School,86,90,30,,,8.490859119065997,,,,3.182782939388846,,0.024170352911535
Location 86 - P2045 - Ruth Anointed World Ministries,86,98,31,,,7.673442966409940,,,,3.354144609285824,,0.026536944991321
Location 86 - P2244 - PP: Escondido,86,88,32,,,7.060382621395776,,,,3.375309362568403,,0.023127288054086
Location 86 - P1082 - Salvation Army Escondido,86,89,33,,,9.009806973422881,,,,3.420448847681150,,0.023888372814474
"Location 86 - YMCA of San Diego County, Youth and Family Services",86,596,34,,,9.667008001955667,,,,3.557127282577237,,0.025293463320741
Location 86 - R.A.W. Ministries,86,455,35,,,7.203243696449344,,,,3.563725124228109,,0.027316123516850
Location 86 - Windsor Gardens Apartments,86,625,36,,,8.676787740790640,,,,3.787053958968825,,0.037131424508043
Location 86 - Foundation Matthew 633,86,507,37,,,9.301720590069513,,,,4.024014147536996,,0.030174287773136
"Location 86 - Foundation Matthew 633, Inc. (DB)",86,701,38,,,9.301720590069513,,,,4.024014147536996,,0.030174287773136
Location 86 - P1502 - SP: Orange Glen High School,86,95,39,,,8.885216349105185,,,,4.110486799407841,,0.033458557751071
Location 86 - P2349 - San Diego Christian Center (The Center),86,93,40,,,11.642862682353890,,,,4.700712603013361,,0.035481722163024
Location 86 - San Diego Christian Center (Super Pantry),86,487,41,,,11.642862682353890,,,,4.700712603013361,,0.035481722163024
Location 86 - P2079 - SP: San Pasqual High,86,85,42,,,8.940059815174175,,,,4.943072368731114,,0.043896485539321
Location 86 - P1531 - SP: Valley High,86,96,43,,,10.988294046177927,,,,5.895564254500827,,0.050022471442024
Location 86 - Valley High School (Escondido Union),86,807,44,,,10.988294046177927,,,,5.895564254500827,,0.050022471442024
Location 86 - Shaback,86,412,48,,,11.896024229920245,,,,7.785081581250468,,0.060069027298626
Location 86 - Buckheart Ranch,86,411,76,,,20.319532035828548,,,,14.741628450291868,,0.122902133028192
Location 86 - Camp Cookie Children's Foundation,86,478,77,,,20.958106371798262,,,,15.213212781787147,,0.125163775234402
Location 106 - P1445 - MP: Shelter Valley,106,103,1,,,0.000000000000000,,,,0.000000000000000,,0.000000000000000
Location 106 - P2204 - PP: Shelter Valley,106,106,2,,,0.000000000000000,,,,0.000000000000000,,0.000000000000000
Location 106 - Shelter Valley Citizens Corporation (mass),106,757,3,,,0.000000000000000,,,,0.000000000000000,,0.000000000000000
Location 106 - Shaback (DB),106,678,4,,,1.276905941254002,,,,1.224647885758649,,0.008901777717520
Location 106 - P2200 - PP: Butterfield,106,105,5,,,8.370991718855942,,,,11.533343256176142,,0.072179167771928
Location 106 - P2270 - MP: Butterfield,106,107,6,,,8.370991718855942,,,,11.533343256176142,,0.072179167771928
Location 136 - P2331 - MP: Ramona,136,136,1,,,0.000000000000000,,,,0.000000000000000,,0.000000000000000
Location 136 - Calvary Chapel Ramona,136,444,2,,,1.437856947857901,,,,0.525130293381759,,0.003821507213500
Location 136 - Ramona Terrace Community,136,667,3,,,2.110373109189633,,,,0.741558713098022,,0.005891725711067
Location 136 - P1045 - In His Steps,136,132,4,,,3.293404261538301,,,,0.871630795616580,,0.007273750817145
Location 136 - P1073 - Ramona Food & Clothes Closet,136,133,5,,,1.662479626900765,,,,0.897966320341886,,0.009077637203473
Location 136 - Ramona Food & Clothes Closet Incorporated (e-site),136,761,6,,,1.662479626900765,,,,0.897966320341886,,0.009077637203473
Location 136 - P1482 - First Congregational Church of Ramona,136,134,7,,,2.898425182472396,,,,0.988190049399618,,0.008921589609693
Location 136 - Ramona Grange 632,136,600,8,,,2.085047932084666,,,,1.113765847342141,,0.010210537783874
Location 136 - P1553 - Mountain View Community Church Ramona,136,135,9,,,3.953652598889574,,,,2.825997752673388,,0.021640692815448
Location 136 - P1043 - Restoration Ranch,136,131,10,,,9.940669820661137,,,,4.196879402910677,,0.033898519793343
Location 136 - Restoration Ranch,136,388,11,,,9.940669820661137,,,,4.196879402910677,,0.033898519793343
Location 144 - P2203 - PP: Julian,144,144,1,,,0.000000000000000,,,,0.000000000000000,,0.000000000000000
Location 144 - P1368 - MP: Julian,144,142,2,,,0.002184598250040,,,,0.002331312966463,,0.000021840329683
Location 144 - P1285 - Mt. Manna (UMC of Julian),144,102,3,,,3.273731545694523,,,,4.086419351407583,,0.031718208115681
Location 144 - Mt Manna,144,427,4,,,4.616269810048149,,,,5.608674301379187,,0.045963991260314
Location 144 - P1592 - BP: Julian Elementary School,144,104,5,,,8.447486127634713,,,,7.646355591516117,,0.054413230106286
Location 144 - P1644 - MP: Santa Ysabel,144,143,6,,,12.135447426956524,,,,13.330564011222314,,0.047148946786754
Location 144 - P2257 - SP: Warner Elementary,144,164,7,,,17.093481403565875,,,,23.660758024179849,,0.158842253999765
Location 144 - Warner Springs Community Resource Center,144,644,8,,,17.093481403565875,,,,23.660758024179849,,0.158842253999765
Location 144 - Warner Springs Community Resource Center (mass),144,753,9,,,17.093481403565875,,,,23.660758024179849,,0.158842253999765
Location 173 - P1552 - San Diego City College (MEM),173,173,1,,,0.000000000000000,,,,0.000000000000000,,0.000000000000000
Location 173 - San Diego City College (mobile pantry),173,351,2,,,0.000000000000000,,,,0.000000000000000,,0.000000000000000
Location 173 - San Diego City College,173,446,3,,,0.000000000000000,,,,0.000000000000000,,0.000000000000000
Location 173 - San Diego City College (DB),173,686,4,,,0.000000000000000,,,,0.000000000000000,,0.000000000000000
Location 173 - San Diego High School (SDUSD),173,813,5,,,0.053289332949295,,,,0.034707374367898,,0.000313109230746
Location 173 - San Diego Square,173,654,6,,,3.168404057310293,,,,0.711842668967915,,0.004239435529593
Location 173 - CRF New Vistas,173,384,7,,,4.101509995475085,,,,0.903897301930891,,0.006533509163417
Location 173 - P1634 - Urban Street Angels,173,175,8,,,4.175923845745466,,,,1.038130503481426,,0.006589954993648
"Location 173 - Urban Street Angels, Inc.",173,530,9,,,4.175923845745466,,,,1.038130503481426,,0.006589954993648
Location 173 - Salvation Army Downtown,173,606,10,,,4.251824665678217,,,,1.050760359368005,,0.006943326604261
Location 173 - P1525 - People Assisting the Homeless (PATH),173,172,11,,,4.059933555175347,,,,1.052901829053724,,0.005703909121074
Location 173 - PATH,173,472,12,,,4.059933555175347,,,,1.052901829053724,,0.005703909121074
Location 173 - PATH,173,825,13,,,4.059933555175347,,,,1.052901829053724,,0.005703909121074
Location 173 - P1508 - Salvation Army Centre City,173,171,14,,,4.405856681521576,,,,1.122509767907182,,0.006985022073506
Location 173 - Salvation Army Centre City. The (mass),173,749,15,,,4.405856681521576,,,,1.122509767907182,,0.006985022073506
Location 173 - P1457 - Alpha Project,173,170,16,,,5.031301754671274,,,,1.133118000479904,,0.008394742392712
Location 173 - Potiker Senior Residence Downtown,173,640,17,,,5.137824268165526,,,,1.161522224126126,,0.008673599916574
Location 173 - P1009 - Third Avenue Charitable Organization (TACO),173,168,18,,,4.647426943315370,,,,1.228779346770309,,0.008433478003292
Location 173 - Third Avenue Charitable Organization (TACO),173,823,19,,,4.647426943315370,,,,1.228779346770309,,0.008433478003292
Location 173 - Living Water Church of the Nazarene,173,558,20,,,4.758516502034811,,,,1.265800124952823,,0.008535108715609
Location 173 - Ladle Fellowship,173,820,21,,,1.783260722208281,,,,1.299715095376979,,0.008987645811731
Location 173 - SDYS Tay Academy,173,445,22,,,3.365159993583356,,,,1.341409182293837,,0.010470472953473
Location 173 - P1587 - Alpha Project- Luther Tower (MEM),173,174,23,,,5.291545931608358,,,,1.347635881614276,,0.009236679913610
Location 173 - Westminster Manor,173,655,24,,,1.907455288175130,,,,1.352518819626626,,0.009371911334267
Location 173 - San Diego Broadway Spanish Seventh Day Adventist (mass),173,779,25,,,3.694031700345478,,,,1.491214094120604,,0.012024286310780
Location 173 - St. Vincent de Paul / St. Teresa of Calcutta,173,575,26,,,9.200864996753175,,,,1.791134893154643,,0.013885026364126
Location 173 - P1090 - Turning Point Home,173,176,27,,,4.705616035453435,,,,1.802109569672468,,0.013488655135478
Location 173 - P2155 - Sherman Heights Community Center (MEM),173,181,28,,,7.185075088556315,,,,1.952345534084837,,0.013423276776457
Location 173 - Sherman Heights Community Ctr,173,618,29,,,7.185075088556315,,,,1.952345534084837,,0.013423276776457
Location 173 - Sherman Heights Community Center (mass),173,776,30,,,7.185075088556315,,,,1.952345534084837,,0.013423276776457
Location 173 - New Day Urban Ministries,173,387,31,,,5.455427991748064,,,,2.049458264478661,,0.014725928938125
Location 173 - New Day Urban Ministries (DB),173,675,32,,,5.455427991748064,,,,2.049458264478661,,0.014725928938125
Location 173 - Sherman Elementary (SDUSD-2 Traditional),173,289,33,,,7.856959049820061,,,,2.128399199803426,,0.014583722997650
Location 173 - Christie's Place,173,407,34,,,3.849980806327595,,,,2.172682534389350,,0.014318076810531
Location 173 - P1165 - CRF Vista Balboa,173,169,35,,,7.828661760228965,,,,2.318188072957236,,0.013587650899955
Location 173 - CRF Vista Balboa,173,399,36,,,7.828661760228965,,,,2.318188072957236,,0.013587650899955
Location 173 - Perkins Elemantary (SDUSD-1),173,337,37,,,11.041800158735459,,,,2.514122362671484,,0.019279160582771
Location 173 - P2344 - Community Resource Center- Sisters of Mercy,173,223,38,,,11.047081700049393,,,,2.544331158334626,,0.017773034585644
Location 173 - P2276 - SP: Our Lady's School,173,222,39,,,11.054885161277085,,,,2.546542238145140,,0.017656295230019
Location 173 - Noah's Temple - Free COGIC,173,594,40,,,6.911889818551450,,,,2.623877635504424,,0.019563916458101
Location 173 - Fearless San Diego DBA Fearless International,173,595,41,,,9.099592134062133,,,,2.641010996531161,,0.018004888911852
Location 173 - CRF Calworks Step Forward,173,381,42,,,5.576704798560864,,,,2.701498324735335,,0.016805656685921
Location 173 - P1503 - Masjidul Taqwa,173,178,43,,,9.732317997081116,,,,2.870496794452941,,0.019887874770140
Location 173 - Masjidul Taqwa (DB),173,720,44,,,9.732317997081116,,,,2.870496794452941,,0.019887874770140
Location 173 - House of Metamorphosis,173,400,45,,,7.230838231180574,,,,3.026528702453217,,0.024176928994081
Location 173 - P2357 - Veterans of Foreign Wars Post #7240,173,224,46,,,8.008108623172966,,,,3.030974225675638,,0.023790138251815
Location 173 - MAAC Project Mercado Apartments (mass),173,775,47,,,10.698961009703911,,,,3.031479599875885,,0.022670675074319
Location 173 - Pathfinders of San Diego,173,404,48,,,7.499876365914346,,,,3.085857532887512,,0.023498183658689
Location 173 - Sister League of San Diego,173,376,49,,,5.762314794224912,,,,3.120313813943117,,0.020946560688051
Location 173 - Kimbrough Elementary (SDUSD-2 Year Round),173,262,50,,,9.149708554684359,,,,3.142062782182043,,0.023322232865098
Location 173 - Stepping Higher Incorporated (e-site) (Super Pantry),173,789,51,,,9.302287194415657,,,,3.246776955151522,,0.023281889747592
Location 173 - P1544 - San Diego Black Panther Party,173,179,52,,,9.737587008623999,,,,3.343145122805748,,0.023515161084239
Location 173 - New Hope Friendship Baptist,173,409,53,,,12.528041661881213,,,,3.383673203920890,,0.025254735036858
Location 173 - Alpha Project,173,433,54,,,5.113011915267703,,,,3.452909684673043,,0.027085540573974
Location 173 - Community Plate Initiative,173,589,55,,,8.158486477890918,,,,3.576068175455909,,0.024719189459650
Location 173 - St. Vincent De Paul / Father Joe's Villages (e-site),173,751,56,,,8.202529329631851,,,,3.598581472838600,,0.032466918674390
Location 173 - St. Vincent De Paul / Father Joe's Villages,173,822,57,,,8.202529329631851,,,,3.598581472838600,,0.032466918674390
Location 173 - LGBT Community Center,173,624,58,,,6.398225384929837,,,,3.599020722234351,,0.030366906560568
Location 173 - St. Paul United Methodist Church of San Diego (DB),173,731,59,,,10.582325650039607,,,,3.785068313276137,,0.028676842976996
Location 173 - St. Paul United Methodist Church of San Diego (e-site),173,783,60,,,10.582325650039607,,,,3.785068313276137,,0.028676842976996
Location 173 - P2108 - SP: STARPAL Memorial Senior Center,173,218,61,,,11.971506277296214,,,,3.792982417381540,,0.028565202729504
Location 173 - Logan Memorial Educational Campus- High School,173,815,62,,,13.813837609253225,,,,3.796822758420985,,0.029278588538287
Location 173 - P2029 - Logan Heights CDC,173,180,63,,,10.642297239229880,,,,3.799948945668538,,0.028137824450349
Location 173 - LGBT Community Center,173,346,64,,,6.946787253815609,,,,3.832477660804185,,0.030427661007338
Location 173 - King Chavez Academy of Excellence (SDUSD Charter School,173,301,65,,,10.209803753017438,,,,3.835379014683104,,0.027942430465565
Location 173 - CRF Jary Baretto Crisis Center,173,383,67,,,10.493308401966823,,,,3.987446168949231,,0.030839893572619
Location 173 - P1306 - 31st St. SDA Church,173,216,68,,,14.030757649383593,,,,4.193690748820258,,0.031379534818989
Location 173 - 31st Street Seventh Day Adventist Church,173,439,69,,,14.030757649383593,,,,4.193690748820258,,0.031379534818989
Location 173 - Logan Temple A.M.E Zion Church,173,520,70,,,9.801115559556923,,,,4.341231824693484,,0.032632493796612
Location 173 - Logan Temple A.M.E Zion Church (DB),173,708,71,,,9.801115559556923,,,,4.341231824693484,,0.032632493796612
Location 173 - P1420 - Veterans Village of San Diego (MEM),173,208,75,,,3.638243710095086,,,,4.872370382414554,,0.043428087413631
Location 173 - Veterans Village of San Diego (mil/vet),173,398,76,,,3.638243710095086,,,,4.872370382414554,,0.043428087413631
Location 173 - P1030 - Special Delivery San Diego,173,182,77,,,7.650390900413102,,,,4.876042315572485,,0.035723893760004
Location 173 - Special Delivery (Super Pantry),173,506,78,,,7.650390900413102,,,,4.876042315572485,,0.035723893760004
Location 173 - P2356 - MCAS Miramar,173,252,86,,,4.218437821502562,,,,5.410077085077288,,0.048378784944422
Location 173 - USO Council of San Diego (DB) (mil/vet),173,682,90,,,8.298022881440017,,,,5.782913452934590,,0.052659983095031
Location 173 - Old Town Community Church (e-site) (Super Pantry),173,784,92,,,7.846693350763733,,,,5.857294959257356,,0.051681122380099
Location 173 - P1623 - SP: Dewey Elementary,173,210,115,,,9.545128907821946,,,,7.182916958690326,,0.061421789989982
Location 173 - P2027 - Rock Church- Point Loma,173,201,129,,,8.370290784455779,,,,7.680562646626312,,0.064910770354975
Location 173 - P2248 - LoveDoes Mobile Food Pantry,173,203,136,,,9.608376614688376,,,,7.928658981513919,,0.063505606942368
Location 173 - Love Does Parade,173,571,137,,,9.608376614688376,,,,7.928658981513919,,0.063505606942368
Location 173 - P2034 - Rock Church- San Marcos,173,202,145,,,12.454688670535894,,,,8.193302132810810,,0.068113132568033
Location 173 - St. Agnes Church (mass),173,765,173,,,13.878003380384166,,,,8.782130282900019,,0.079813116126161
Location 173 - P2259 - PP: Ocean Beach,173,205,202,,,12.789780282325841,,,,9.712838439622855,,0.084826843421178
Location 173 - Second Chances: Bread of Life,173,417,233,,,15.064042109660017,,,,10.712234982104526,,0.095490495467895
"Location 173 - Alley Food Ministry, the",173,555,234,,,15.064042109660017,,,,10.712234982104526,,0.095490495467895
"Location 173 - P1023 - Ocean Beach Emergency Food, Inc.",173,204,243,,,15.651622824444500,,,,10.966484936149982,,0.096600837904256
"Location 173 - Ocean Beach Emergency Food, Inc",173,386,244,,,15.651622824444500,,,,10.966484936149982,,0.096600837904256
Location 285 - Calvin J. Lauderbach Elementary (Chula Vista Elem District),285,285,1,,,0.000000000000000,,,,0.000000000000000,,0.000000000000000
Location 285 - MAAC Project,285,613,2,,,0.948776922708162,,,,0.351704888835813,,0.002872245561547
